id;% ??;PREZZO LISTINO 2008;PREZZO LISTINO 2009;LISTINO 2010;% ??;LISTINO 2011;% ??;LISTINO 2012;IMMAGINE;TIPO MATERIALE O TESSUTO;BARCODE;NS. ART.;DESCRIZIONE;CODICE FORNITORE;DESCRIZIONE IN INGLESE;COLOUR ;FABRIC - GLASS;DIMENSIONI ARTICOLO Cm.;VOLUME IMBALLO m³;PZ. IMB.;DIMENSIONI IMBALLO Cm.;COSTO FOB 2012 USD;COSTO FOB 2012 EUR; CALCOLO 30 CBM ; CALCOLO 68 CBM ;Q.tà per container;;Trasp.;DAZI USD;PREZZO LISTINO 2011 DA ARROT.;COSTO EUR TRASPORTO COMPRESO 2011;PESO ART. Kg.;PESO IMBALLO Kg.;FORNITORE;COSTO FOB 2008 USD;COSTO FOB 2009 USD;COSTO FOB 2009 EUR;COSTO FOB 2010 USD;COSTO FOB 2010 EUR;a;b;c
186;18,99;275;316,4;356,9;-5,21;376,5;1,46;371,1;;ALLUMINIO + TEAK + TXT ;;47668;LETTINO NINFEA COLOR ANTRACITE MULTIPOSIZIONE ;YQTC0616CL;SUNLOUNGER;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;T4 8*8 Fabric Stainless steel screws;175x73x115 ;3,168;10;180x80x220;73,7;53,41;;;180;;30,56;;371,11;83,96;11;118;YONGQING;;;40,8;70;50;;;MOBILI PER SEDERSI
187;18,99;275;316,4;356,9;-5,21;376,5;1,46;371,1;;ALLUMINIO + TEAK + TXT ;;47669;LETTINO NINFEA COLOR BIANCO MULTIPOSIZIONE ;YQTC0616CL;SUNLOUNGER;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;White - 8 X 8 Fabric Stainless steel screws;175x73x115 ;3,168;10;180x80x220;73,7;53,41;;;180;;30,56;;371,11;83,96;11;118;YONGQING;;;40,8;70;50;;;MOBILI PER SEDERSI
188;10,25;335,8;353,1;371,7;-4,52;389,3;-0,84;392,6;;ALLUMINIO + TEAK;;47774;CARRELLINO NINFEA COLOR ANTRACITE;YQD0609-Drink trolley;DRINK TROLLEY;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;71x56,5x84,5;0,11;1;100x20x52,5;87,9;63,7;;;420;;13,1;;392,63;76,79;8;9;YONGQING;;;59;83,5;59,64;;;ALTRI MOBILI
189;10,25;335,8;353,1;371,7;-4,52;389,3;-0,84;392,6;;ALLUMINIO + TEAK;;47770;CARRELLINO NINFEA COLOR ARGENTO;YQD0609-Drink trolley;DRINK TROLLEY;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;71x56,5x84,5 ;0,11;1;100x20x52,5;87,9;63,7;;;420;;13,1;;392,63;76,79;8;9;YONGQING;;;59;83,5;59,64;;;ALTRI MOBILI
190;17,5;121,5;129,7;146,1;-4,13;152,4;-2,06;155,6;;ALLUMINIO + TEAK;;47716;TAVOLINO QUADRO NINFEA COLOR ARGENTO 53X53X45,5;YQT039-AW;TEAK TEA TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;53x53x45,5 ;0,024;1;55x55x8;35,3;25,58;;;2600;;2,12;;155,65;27,7;5;6;YONGQING;;;23,6;33,5;23,93;;;TAVOLO TEAK
191;17,5;121,5;129,7;146,1;-4,13;152,4;-2,06;155,6;;ALLUMINIO + TEAK;;47720;TAVOLINO QUADRO NINFEA COLOR ANTRACITE 53X53X45,5;YQT039-AW;TEAK TEA TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;53x53x45,5 ;0,024;1;55x55x8;35,3;25,58;;;2600;;2,12;;155,65;27,7;5;6;YONGQING; ;;23,6;33,5;23,93;;;TAVOLO TEAK
192;17,5;121,5;129,7;146,1;-4,13;152,4;-2,06;155,6;;ALLUMINIO + TEAK;;47721;TAVOLINO QUADRO NINFEA COLOR BIANCO 53X53X45,5;YQT039-AW;TEAK TEA TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;53x53x45,5 ;0,024;1;55x55x8;35,3;25,58;;;2600;;2,12;;155,65;27,7;5;6;YONGQING;;;23,6;33,5;23,93;;;TAVOLO TEAK
193;25,4;464,5;464,5;548,1;-5,91;582,5;-1,65;592,3;;ALLUMINIO + TEAK ;;2600;TAVOLO RETTANGOLARE NINFEA COLOR ARGENTO 152X96XH72;YQT026B-AW teak table;;ARGENTO;;152x96x72 ;0,11;1;153x97x7,5 cm;145,8;105,65;;;446;;12,33;;592,28;117,98;17;19;YONGQING;;;91;135,9;97,07;;;TAVOLO TEAK
194;25,4;464,5;464,5;548,1;-5,91;582,5;-1,65;592,3;;ALLUMINIO + TEAK ;;47724;TAVOLO RETTANGOLARE NINFEA COLOR ANTRACITE 152X96XH72;YQT026B-AW teak table;;ANTRCITE;;152x96x72 ;0,11;1;153x97x7,5 cm;145,8;105,65;;;446;;12,33;;592,28;117,98;17;19;YONGQING; ;;91;135,9;97,07;;;TAVOLO TEAK
195;13,43;378,3;400,7;434,5;-4,4;454,5;-1,45;461,2;;ALLUMINIO + TEAK + VETRO TEMPRATO ;;61000;TAVOLO RETTANGOLARE ORCHIDEA 152X96X72H;YQT0610-AW;;ARGENTO;;152x96x72 ;0,12;1;154x98x8;123,8;89,71;;;446;;12,33;;461,23;102,04;18;20;YONGQING;;;83;117,6;84;;;
196;14,59;104,7;111;121,1;-4,8;127,2;0,08;127,1;;ALLUMINIO + TECNO RATTAN + TEAK ;;30500;POLTRONA ORCHIDEA;YQC0305B-AR;;ARGENTO;;65x55x93 ;1,073;20;75x65x220;25,3;18,33;;;880;;6,25;;127,1;24,58;4;87;YONGQING;;;17;24;17,14;;;
197;12,57;82,5;86,7;93;-4,71;97,6;0,1;97,5;;ALLUMINIO + TXT;;47684; SEDIA ERICA COLOR ARGENTO;YQTC0314;CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;BLACK 8X8 FABRIC STAINLESS STEEL SCREWS;57x60,5x88 ;0,978;25;65x70x215;19,8;14,35;;;1125;;4,89;;97,53;19,24;2,9;80;YONGQING;;;13,2;18,8;13,43;;;MOBILI PER SEDERSI
198;12,57;82,5;86,7;93;-4,71;97,6;0,1;97,5;;ALLUMINIO + TXT;;47685;SEDIA ERICA COLORE ANTRACITE;YQTC0314;CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;T4 8X8 FABRIC STAINLESS STEEL SCREWS;57x60,5x88 ;0,978;25;65x70x215;19,8;14,35;;;1125;;4,89;;97,53;19,24;2,9;80;YONGQING;;;13,2;18,8;13,43;;;MOBILI PER SEDERSI
199;7,32;230,5;244,4;249,1;-5,03;262,3;0,85;260,1;;ALLUMINIO VERNICIATO ANTRACITE TELA TXT IMB.ECRU';;47682;LETTINO ERICA;YQTC0411A;;;;187x67x55;3,064;16;190x75x215;50,8;36,81;;;320;;17,19;;260,11;54;7,15;122;YONGQING;;;34;48,2;34,43;;;MOBILI PER SEDERSI
200;10,18;240;141,5;155,9;0;155,9;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;47690;TAVOLO QUADRO ERICA COLORE ARGENTO 82X82X73H;YQT0501W-3232;TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS;82x82x73 ;0,052;1;86x7x86;;0;;;1064;;5,17;;0;;9,7;11;YONGQING;;;22,22;29,2;20,86;;;TAVOLO VETRO
201;10,18;240;141,5;155,9;0;155,9;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;47691;TAVOLO QUADRO ERICA COLORE ANTRACITE 81X81X73H;YQT0501W-3232;TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS;81x81x73 ;0,052;1;86x7x86;;0;;;1064;;5,17;;0;;9,7;11;YONGQING;;;22,22;35;25;;;TAVOLO VETRO
202;-78,69;255;267,9;267,9;369,18;57,1;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;47695;TAVOLO RETTANGOLARE ERICA COLORE ARGENTO 152X96X73H;YQT0501W-6038;TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS;152x96x73 ;0,114;1;155x7,5x98;;0;;;510;;10,78;;0;;17,5;20;YONGQING;;;63;37,5;26,79;;;TAVOLO VETRO
203;-78,69;255;267,9;267,9;369,18;57,1;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;47696;TAVOLO RETTANGOLARE ERICA COLORE ANTRACITE 152X96X73H;YQT0501W-6038;TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS;152x96x73 ;0,114;1;155x7,5x98;;0;;;510;;10,78;;0;;17,5;20;YONGQING;;;63;45,8;32,71;;;TAVOLO VETRO
204;15,69;123,6;130;143,5;-4,59;150,4;-0,66;151,4;;ALLUMINIO + TEAK + TXT ;;47634;SEDIA GARDENIA COLOR ARGENTO;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;Black - 8 X 8 fabric. Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;23,66;;;960;;5,73;;151,35;29,39;4,5;92;YONGQING;;;21,8;31;22,14;;;MOBILI PER SEDERSI
205;15,69;123,6;130;143,5;-4,59;150,4;-0,66;151,4;;ALLUMINIO + TEAK + TXT ;;47635;SEDIA GARDENIA COLOR ANTRACITE;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;T4 - 8 X 8 Fabric Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;23,66;;;960;;5,73;;151,35;29,39;4,5;92;YONGQING;;;21,8;31;22,14;;;MOBILI PER SEDERSI
206;15,69;123,6;130;143,5;-4,59;150,4;-0,66;151,4;;ALLUMINIO + TEAK + TXT ;;47636; SEDIA GARDENIA COLOR BIANCO;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;White 8 X 8 fabric. Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;23,66;;;960;;5,73;;151,35;29,39;4,5;92;YONGQING;;;21,8;31;22,14;;;MOBILI PER SEDERSI
207;-100;463,1;491;532,5;#DIV/0!;;-100;585;;ALLUMINIO + TEAK ;;47732;TAVOLO RETTANGOLARE GARDENIA COLOR ARGENTO 153X97XH72;YQT0306W-6038;;ARGENTO;;153x97x72 ;0,114;1;155x98x7,5 ;142,5;103,26;;;500;;11;;585,02;114,26;15;17;YONGQING;;;85,5;130,5;93,21;;;
208;-87,58;0;447,7;51,9;-6,65;55,6;9,23;50,9;;ALLUMINIO + TEAK ;;47780;TAVOLO RETTANGOLARE PRIMULA COLOR ANTRACITE 152X96X73;YQT0501W-6038;;ANTRACITE;;153x96x73 ;0,114;1;155x98x7,5;;0;;;500;;11;;50,93;11;15;17;YONGQING;;;85,5;;0;;;
209;-87,58;0;447,7;51,9;-6,65;55,6;9,23;50,9;;ALLUMINIO + TEAK ;;47781;TAVOLO RETTANGOLARE PRIMULA COLOR BIANCO 152X96X73;YQT0501W-6038;;BIANCO;;153x96x73 ;0,114;1;155x98x7,5;;0;;;500;;11;;50,93;11;15;17;YONGQING;;;85,5;;0;;;
210;-90,22;322,4;296,5;27,1;-6,55;29;9,02;26,6;;ALLUMINIO + TEAK ;;47730;TAVOLO QUADRO PRIMULA COLOR ARGENTO 82X82XH73;YQT0501W-3232;;ARGENTO;;82x82x73 ;0,052;1;86x7x86;;0;;;1064;;5,17;;26,62;5,17;9;10,5;YONGQING;;;52,3;;0;;;
211;#VALORE!;421,5;#VALORE!;84,9;-6,6;90,9;8,99;83,4;;ALLUMINIO + TEAK;;47674;LETTINO PRIMULA;YQC0411-AW;;ARGENTO FUORI PRODUZIONE;;????;??;1;????;;0;;;320;;17,19;;83,36;17,19;;;YONGQING;86,5;;??;;0;;;
212;19,98;726,9;794,6;929;-2,56;953,4;-2,1;973,9;;ALLUMINIO + TEAK ;;62000;TAVOLO RETTANGOLARE PRIMULA COLOR AGRENTO, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel international outdoor coating,silver (EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;150/210x89x77 ;0,14;1;90x10x152 ;257,9;186,88;;;420;;13,1;;973,9;199,98;30,5;32;YONGQING;;;176;249,5;178,21;;;TAVOLO TEAK
213;19,98;726,9;794,6;929;-2,56;953,4;-2,1;973,9;;ALLUMINIO + TEAK ;;62001;TAVOLO RETTANGOLARE PRIMULA COLOR ANTRACITE, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;150/210x89x77 ;0,14;1;90x10x152;257,9;186,88;;;420;;13,1;;973,9;199,98;30,5;32;YONGQING;;;176;249,5;178,21;;;TAVOLO TEAK
214;19,98;726,9;794,6;929;-2,56;953,4;-2,1;973,9;;ALLUMINIO + TEAK ;;62002;TAVOLO RETTANGOLARE PRIMULA COLOR BIANCO, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;150/210x89x77;0,14;1;90x10x152;257,9;186,88;;;420;;13,1;;973,9;199,98;30,5;32;YONGQING;;;176;249,5;178,21;;;TAVOLO TEAK
215;7,48;132,3;140,3;143,9;-4,58;150,8;-0,79;152;;ALLUMINIO + TEAK ;;31400;SEDIA PRIMULA COLOR ARGENTO ;YQC0314-AW;TEAK CHAIR;AKZO-Nobel outdoor coating,silver (EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;59x59,5x88 ;0,973;20;66x67x200;35,6;25,8;;;960;;5,73;;151,96;31,53;4,2;88;YONGQING;;;23,8;33,8;24,14;;;MOBILI PER SEDERSI
216;7,48;132,3;140,3;143,9;-4,58;150,8;-0,79;152;;ALLUMINIO + TEAK ;;31401;SEDIA PRIMULA COLOR ANTRACITE;YQC0314-AW;TEAK CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS ;59x59,5x88 ;0,973;20;66x67x200;35,6;25,8;;;960;;5,73;;151,96;31,53;4,2;88;YONGQING;;;23,8;33,8;24,14;;;MOBILI PER SEDERSI
217;11,33;120;126,2;134,1;-4,56;140,5;-0,78;141,6;;ALLUMINIO VERNIC.BIANCO;;47628;SEDIA BUCANEVE COLOR BIANCO;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,23;;;1125;;4,89;;141,57;26,12;3,4;89;YONGQING;;;19,6;27,8;19,86;;;MOBILI PER SEDERSI
218;11,33;120;126,2;134,1;-4,56;140,5;-0,78;141,6;;ALLUMINIO VERNIC.BIANCO;;47627;SEDIA BUCANEVE COLOR ARGENTO;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,23;;;1125;;4,89;;141,57;26,12;3,4;89;YONGQING;;;19,6;27,8;19,86;;;MOBILI PER SEDERSI
219;11,33;120;126,2;134,1;-4,56;140,5;-0,78;141,6;;ALLUMINIO VERNIC.BIANCO;;47629;SEDIA BUCANEVE COLORE ANTRACITE;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,23;;;1125;;4,89;;141,57;26,12;3,4;89;YONGQING;;;19,6;27,8;19,86;;;MOBILI PER SEDERSI
220;14,05;254,6;267,6;292,1;-4,29;305,2;-1,55;310;;ALLUMINIO VERNIC.BIANCO;;47740;TAVOLO QUADRO BUCANEVE COLOR BIANCO 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;50,72;;;870;;6,32;;310,05;57,05;10;11;YONGQING;;;47;66,5;47,5;;;ALTRI MOBILI
221;14,05;254,6;267,6;292,1;-4,29;305,2;-1,55;310;;ALLUMINIO VERNIC.BIANCO;;47738;TAVOLO QUADRO BUCANEVE COLOR ARGENTO 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;50,72;;;870;;6,32;;310,05;57,05;10;11;YONGQING;;;47;66,5;47,5;;;ALTRI MOBILI
222;14,05;254,6;267,6;292,1;-4,29;305,2;-1,55;310;;ALLUMINIO VERNIC.BIANCO;;47739;TAVOLO QUADRO BUCANEVE COLOR ANTRACITE 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;50,72;;;870;;6,32;;310,05;57,05;10;11;YONGQING;;;47;66,5;47,5;;;ALTRI MOBILI
223;12,69;336,4;353,7;388,6;-2,51;398,6;-1,39;404,2;;ALLUMINIO VERNIC.BIANCO;;47742;TAVOLO RETTANGOLARE BUCANEVE COLORE BIANCO 153X97XH72;"YQT0501-AS 60*38"" ";ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;66,81;;;540;;10,19;;404,23;77;11,2;12,5;YONGQING;;;63;89,5;63,93;;;ALTRI MOBILI
224;12,69;336,4;353,7;388,6;-2,51;398,6;-1,39;404,2;;ALLUMINIO VERNIC.BIANCO;;47741;TAVOLO RETTANGOLARE BUCANEVE COLORE ARGENTO 153X97XH72;"YQT0501-AS 60*38"" ";ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;66,81;;;540;;10,19;;404,23;77;11,2;12,5;YONGQING;;;63;89,5;63,93;;;ALTRI MOBILI
225;12,69;336,4;353,7;388,6;-2,51;398,6;-1,39;404,2;;ALLUMINIO VERNIC.BIANCO;;47743;TAVOLO RETTANGOLARE BUCANEVE COLORE ANTRACITE 153X97XH72;"YQT0501-AS 60*38"" ";ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;66,81;;;540;;10,19;;404,23;77;11,2;12,5;YONGQING;;;63;89,5;63,93;;;ALTRI MOBILI
226;10,93;98,3;103,4;109,1;-4,88;114,7;0,17;114,5;;ALLUMINIO + TXT;;47618;SEDIA CICLAMINO COLOR ARGENTO IMPILABILE;YQTC0508B;SLING CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;Black - 8 X 8 fabric Stainless steel screws;48x62x90;0,863;20;56x70x220;22,5;16,3;;;900;;6,11;;114,54;22,42;3;64;YONGQING;;;15;21,3;15,21;;;MOBILI PER SEDERSI
227;9,97;305,1;315;346,4;0;346,4;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;47736;TAVOLO CICLAMINO COLOR ARGENTO ALLUNGABILE 90/180X90XH72;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;MARBLE GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;9,82;;0;;26;28;YONGQING;;;57;83;59,29;;;TAVOLO VETRO
228;9,97;305,1;315;346,4;0;346,4;#DIV/0!;;;;;70124;TAVOLO CICLAMINO ALLUNGABILE COLOR ANTRACITE 90/180X90XH72 ;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;9,82;;0;;;;YONGQING;;;57;83;59,29;;;TAVOLO VETRO
229;9,97;305,1;315;346,4;0;346,4;#DIV/0!;;;;DA VEDERE CON MARINO SE VETRO NORMAL O PAINT;70120;TAVOLO CICLAMINO ALLUNGABILE COLOR ARGENTO 90/180X90XH72 ;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;9,82;;0;;;;YONGQING;;;51;73;52,14;;;TAVOLO VETRO
230;12,37;369,9;386,5;434,3;0;434,3;#DIV/0!;;;;;70104;TAVOLO CICLAMINO COLOR ANTRACITE VETRO SCURO 135/270X90XH72;YQT0305-135*90 glass;EXTENSION TABLE - 135X90;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS STAINLESS STEEL SCREWS;135/270x90x72 ;0,091;1;138x10.5x93;;0;;;400;;13,75;;69,03;13,75;;;YONGQING;;;62;102;72,86;;;TAVOLO VETRO
231;-100;369,9;386,5;434,3;#DIV/0!;;#DIV/0!;;;ALLUMINIO + VETRO TEMPRATO ;;70100;TAVOLO CICLAMINO COLOR ARGENTO 135/270X90XH72;YQT0305-135*90 glass ;EXTENSION TABLE - 135X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS STAINLESS STEEL SCREWS;135/270x90x72 ;0,014;1;138x10.5x93;;0;;;400;;13,75;;69,03;13,75;38;41;YONGQING;;;72;87,9;62,79;;;TAVOLO VETRO
232;20,4;118,6;118,6;136,3;-4,55;142,8;#DIV/0!;;;ALLUMINIO + TECNO RATTAN ;;47624;SEDIA ALTEA;YQC0314-AR;;;;60x58x87,5 ;1,017;25;70x66x220;;0;;;1125;;4,89;;0;;4,1;107;YONGQING;;;18,7;26,5;18,93;;;MOBILI PER SEDERSI
233;18,12;59,3;62,9;70,5;-5,11;74,3;0,95;73,6;;ACCIAIO VERNIC. + TECNO RATTAN;;41700;SEDIA GELSOMINO COLOR CAPPUCCINO PIEGHEVOLE;YQC0417-IR;FOLDABLE WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;55x46x85,5 ;0,081;2;102x17x46,5;14,95;10,83;;;1100;;5;;73,63;15,83;5,1;12;YONGQING;;;10;14,2;10,14;;;MOBILI PER SEDERSI
234;13,46;76,9;81,7;87,9;-5,18;92,7;0,98;91,8;;ACCIAIO VERNIC. + TECNO RATTAN;;41801;TAVOLO TONDO GELSOMINO COLOR CAPPUCCINO PIEGHEVOLE DIAM.  65XH73;YQT0418-IR;FOLDABLE WICKER TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;diam. 65x73 ;0,068;1;97x11x63,5;18,8;13,62;;;780;;7,05;;91,79;20,67;6,3;7,4;YONGQING;;;12,5;17,8;12,71;;;ALTRI MOBILI
235;22,48;160,5;168,6;191,3;-7,36;206,5;-0,15;206,8;;ACCIAIO VERNIC. + TECNO RATTAN;;41300;TAVOLO TONDO MIRTO DIAM.  83XH72;YQT0413-IR ROUND TABLE;WICKER TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;diam. 83x72 ;0,104;1;84x84x14;43,2;31,3;;;570;;9,65;;206,82;40,95;12,5;14;YONGQING;;;28;39,5;28,21;;;ALTRI MOBILI
236;16,37;89,5;94,1;104,2;-4,84;109,5;0,18;109,3;;ACCIAIO VERNIC. + TECNO RATTAN;;10100;SEDIA MIRTO COLOR CAPPUCCINO;YQC101-IR;WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;66x60x89 ;1,144;16;76x70x215;25,4;18,41;;;832;;6,61;;109,32;25,02;10,5;178;YONGQING;;;17;24,1;17,21;;;MOBILI PER SEDERSI
237;11,73;87;92,1;93;-9,62;102,9;0,68;102,2;;ACCIAIO VERNIC. ;;47616;SEDIA CAMELIA COLOR CAPPUCCINO;YQC0605-IR;WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;61x57,5x77 ;1,017;17;70x66x220;18,5;13,41;;;864;;6,37;;102,22;19,77;6,2;111;YONGQING;;;11,4;16,2;11,57;;;MOBILI PER SEDERSI
238;0;79,5;84,2;84,2;0;84,2;3,31;81,5;;ACCIAIO VERNIC. + TECNO RATTAN;;47708;TAVOLO TONDO CAMELIA COLOR CAPPUCCINO DIAM.  64XH71;YQT017BR-24”AI ;COFFEE ROUND TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER - TEMPERED GLASS;DIAM.  60x71;0,033;1;73x7,5x66;16,5;12,32;;2.061;1650;;3,33;0,5;81,53;15,65;8,47;9,68;YONGQING;12,5;;11,75;15,6;11,5;;;TAVOLO VETRO
239;1,43;2824,9;3016;3016;-1,41;3059,2;2,95;2971,6;;ACCIAIO + TECNO RATTAN ;;47310;SET SFERA COLOR ANTRACITE;CF28-GOLF;Wicker set 4 chairs + 1 table + pillows high qualiti - parts in stainless steel;AC02;REGULAR FABRIC PILLOW FABRIC: 15 WITH ZIPPER;diam.  110 ;1,3;1;106x106x115 ;673;487,68;;;40;;150;;2971,59;637,68;58;63;YATAI;534;740;500;650;464,29;;;MOBILI PER SEDERSI IMBOTTITI
240;3,73;728,3;775,6;775,6;-3,59;804,5;7,55;748;;TECNO RATTAN ;;47320;POLTRONA MILOS COLOR NATURALE;CF02-SF601;Wicker single sofa with cushion and pillow high quality;BG01;PILLOW FABRIC: 15 WITH ZIPPER;97,5x85x81 ;0,66;1;97x84x81 cm;140;101,45;;103;101;;59,41;;747,98;160,86;12;14;YATAI;123;160;108,11;140;100;;;MOBILI PER SEDERSI IMBOTTITI
